,index,sample,batch,condition,variable,cell,direction,ilum,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
340,Voltage (V)_f_Forward_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),f,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
341,Current Density(mA/cm2)_f_Forward_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),f,Forward,Light,30.00306,30.00306,30.00307,26.50253,20.91098,15.57949,10.51156,5.687832,1.198426,-2.972534,-6.742494,-10.12883,-13.07887,-15.53222,-17.46481,-18.85526,-19.79008,-20.39013,-20.76571,-21.01724,-21.20918,-21.34609,-21.45378,-21.56183,-21.64912,-21.73848,-21.78101,-21.82946,-21.88439,-21.92394,-21.94657,-21.97543,-22.01238,-22.02344,-22.03101,-22.04244,-22.03519,-22.06897,-22.07436,-22.07204,-22.08615,-22.08302,-22.09866,-22.11069,-22.10705,-22.11588,-22.11882,-22.13241,-22.13249,-22.13536,-22.12448,-22.13669,-22.15022,-22.14013,-22.14664,-22.14182,-22.16854,-22.15756,-22.16033,-22.17504,-22.17775,-22.18072,-22.17506,,,,,,,,,,,,,
342,Voltage (V)_a_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),a,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
343,Current Density(mA/cm2)_a_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),a,Reverse,Light,30.00312,29.13319,24.31035,19.56476,14.9379,10.47654,6.187188,2.088457,-1.783071,-5.411638,-8.741513,-11.73513,-14.34485,-16.52759,-18.26553,-19.54177,-20.45195,-21.03373,-21.42261,-21.64681,-21.77584,-21.87646,-21.91691,-21.96911,-21.99273,-22.01417,-22.04199,-22.05094,-22.08141,-22.06772,-22.08902,-22.10549,-22.12449,-22.14591,-22.13654,-22.16554,-22.17238,-22.1804,-22.18992,-22.17683,-22.20579,-22.19054,-22.21263,-22.21617,-22.20574,-22.22618,-22.21582,-22.23825,-22.22403,-22.23132,-22.23659,-22.22367,-22.24483,-22.23131,-22.23893,-22.25175,-22.24657,-22.26012,-22.26122,-22.27887,-22.2701,-22.27167,-22.27211,,,,,,,,,,,,,
344,Voltage (V)_a_Forward_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),a,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
345,Current Density(mA/cm2)_a_Forward_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),a,Forward,Light,30.00312,30.00316,25.49059,20.51496,15.70524,11.09269,6.674137,2.450037,-1.517443,-5.222624,-8.574625,-11.59518,-14.19197,-16.33192,-17.9925,-19.23733,-20.12223,-20.69662,-21.08343,-21.3142,-21.49488,-21.61952,-21.70404,-21.79521,-21.8365,-21.89951,-21.92994,-21.95919,-21.98762,-22.00155,-22.02972,-22.03382,-22.04921,-22.06721,-22.0758,-22.09398,-22.09191,-22.11095,-22.12466,-22.13368,-22.15369,-22.15148,-22.17225,-22.15711,-22.16557,-22.18374,-22.17843,-22.18886,-22.19439,-22.21592,-22.21948,-22.21837,-22.22267,-22.24294,-22.25457,-22.23457,-22.23454,-22.25307,-22.25631,-22.2564,-22.25524,-22.27573,-22.27941,,,,,,,,,,,,,
346,Voltage (V)_b_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),b,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
347,Current Density(mA/cm2)_b_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),b,Reverse,Light,30.00312,30.00313,30.00314,30.00311,30.00307,30.00311,30.00307,30.00307,30.00307,30.00307,30.00304,30.0031,30.00313,30.00306,30.00307,30.00303,30.00309,30.00304,30.00304,30.00304,30.00306,28.91787,27.39351,25.86419,24.34455,22.82588,21.31424,19.79742,18.2769,16.75097,15.22486,13.72318,12.21931,10.70494,9.202837,7.669963,6.172328,4.651593,3.156879,1.637988,0.1405721,-1.364829,-2.868133,-4.359568,-5.890776,-7.409881,-8.907137,-10.41762,-11.95308,-13.46984,-14.97841,-16.49354,-17.98951,-19.50748,-21.01393,-22.52128,-24.02853,-25.53423,-27.05579,-28.5615,-29.97265,-29.99655,-29.99656,,,,,,,,,,,,,
348,Voltage (V)_b_Forward_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),b,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
349,Current Density(mA/cm2)_b_Forward_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),b,Forward,Light,30.00315,30.00315,30.00312,30.00312,30.00307,30.00307,30.00309,30.00311,30.0031,30.00306,30.00307,30.00306,30.00309,30.00307,30.00309,30.00306,30.00303,30.00303,30.003,30.00303,30.00303,28.90714,27.39385,25.89211,24.38532,22.86484,21.34628,19.83638,18.32329,16.82451,15.29852,13.79643,12.27009,10.73327,9.248081,7.713662,6.228158,4.730717,3.221211,1.710515,0.1867813,-1.316107,-2.845501,-4.353477,-5.880871,-7.399325,-8.915894,-10.39955,-11.90924,-13.41588,-14.95347,-16.45033,-17.95859,-19.47548,-20.98099,-22.50991,-24.00764,-25.52301,-27.03513,-28.56524,-29.99651,-29.99655,-29.99659,,,,,,,,,,,,,
350,Voltage (V)_c_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),c,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
351,Current Density(mA/cm2)_c_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),c,Reverse,Light,30.00316,30.00314,28.04044,22.88006,17.83833,12.95524,8.249688,3.737939,-0.5443716,-4.549638,-8.244344,-11.54306,-14.37843,-16.6826,-18.42282,-19.60722,-20.33858,-20.74724,-20.99902,-21.13167,-21.19459,-21.24918,-21.30126,-21.35718,-21.37002,-21.39332,-21.41639,-21.4278,-21.44206,-21.44803,-21.47946,-21.48122,-21.48424,-21.49352,-21.49196,-21.50362,-21.50599,-21.51429,-21.53511,-21.54092,-21.53004,-21.52819,-21.55304,-21.57031,-21.55845,-21.56084,-21.57194,-21.58877,-21.58209,-21.57291,-21.57366,-21.58824,-21.59615,-21.59457,-21.60281,-21.60028,-21.60363,-21.61765,-21.60151,-21.61624,-21.62126,-21.62108,-21.62537,,,,,,,,,,,,,
352,Voltage (V)_c_Forward_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),c,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
353,Current Density(mA/cm2)_c_Forward_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),c,Forward,Light,30.00315,30.00311,28.63956,23.36402,18.22503,13.26265,8.478556,3.903229,-0.4208819,-4.458579,-8.10875,-11.36048,-14.11487,-16.28786,-17.88934,-18.98871,-19.68307,-20.12396,-20.42836,-20.65288,-20.82564,-20.94755,-21.04516,-21.12414,-21.19639,-21.24839,-21.28783,-21.32702,-21.35598,-21.38312,-21.40063,-21.41148,-21.43822,-21.43127,-21.45132,-21.46438,-21.48791,-21.49446,-21.49177,-21.50851,-21.51876,-21.5222,-21.5253,-21.52475,-21.53527,-21.54283,-21.54856,-21.55666,-21.55524,-21.55169,-21.54906,-21.55598,-21.57518,-21.58235,-21.58782,-21.58543,-21.59603,-21.59397,-21.59324,-21.60201,-21.61228,-21.62494,-21.6241,,,,,,,,,,,,,
354,Voltage (V)_d_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),d,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
355,Current Density(mA/cm2)_d_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),d,Reverse,Light,30.00311,30.00311,30.00312,25.12191,19.92971,14.93196,10.15574,5.643604,1.418506,-2.459708,-5.929205,-8.943425,-11.44743,-13.43362,-14.92426,-16.00246,-16.76921,-17.32781,-17.77034,-18.12408,-18.40809,-18.67619,-18.9124,-19.10581,-19.27651,-19.44593,-19.59851,-19.74088,-19.87278,-19.97681,-20.08069,-20.16965,-20.26377,-20.35144,-20.41451,-20.47676,-20.54558,-20.60961,-20.65992,-20.71266,-20.77097,-20.81509,-20.86285,-20.90287,-20.93775,-20.98551,-21.01716,-21.04852,-21.08272,-21.10879,-21.14319,-21.17643,-21.20428,-21.22448,-21.24777,-21.28313,-21.31271,-21.33159,-21.34844,-21.37043,-21.39291,-21.40723,-21.42335,,,,,,,,,,,,,
356,Voltage (V)_d_Forward_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),d,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
357,Current Density(mA/cm2)_d_Forward_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),d,Forward,Light,30.00311,30.00309,30.00311,25.44902,20.18968,15.14369,10.30721,5.778146,1.567751,-2.274328,-5.727256,-8.594569,-11.00236,-12.83184,-14.25832,-15.31579,-16.1094,-16.74474,-17.21855,-17.64195,-17.98273,-18.30196,-18.58786,-18.81318,-19.03984,-19.24921,-19.42329,-19.57228,-19.71983,-19.83796,-19.94792,-20.0485,-20.15713,-20.25407,-20.33812,-20.39569,-20.46878,-20.53403,-20.60812,-20.67173,-20.72042,-20.78123,-20.83173,-20.87653,-20.91898,-20.95079,-20.98236,-21.03288,-21.05795,-21.09368,-21.12264,-21.15071,-21.18457,-21.20895,-21.2318,-21.25568,-21.29099,-21.30961,-21.33583,-21.35871,-21.38058,-21.40172,-21.42739,,,,,,,,,,,,,
358,Voltage (V)_e_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),e,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
359,Current Density(mA/cm2)_e_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),e,Reverse,Light,30.0031,30.00309,30.00313,26.16374,20.48922,15.01729,9.757494,4.747691,0.02624467,-4.342738,-8.308556,-11.7911,-14.70391,-16.96371,-18.57,-19.61594,-20.24174,-20.57461,-20.7616,-20.88982,-20.98472,-21.03116,-21.06207,-21.11092,-21.14505,-21.17024,-21.18231,-21.20126,-21.22961,-21.23487,-21.23476,-21.23972,-21.26539,-21.2761,-21.26884,-21.28702,-21.29027,-21.31083,-21.32076,-21.31086,-21.30594,-21.33038,-21.33874,-21.33447,-21.33454,-21.32915,-21.34482,-21.35918,-21.35126,-21.3636,-21.36189,-21.36953,-21.37363,-21.37232,-21.37961,-21.38239,-21.38261,-21.38166,-21.38001,-21.39748,-21.40074,-21.39259,-21.39127,,,,,,,,,,,,,
360,Voltage (V)_e_Forward_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),e,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
361,Current Density(mA/cm2)_e_Forward_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),e,Forward,Light,30.00307,30.00309,30.00307,26.4027,20.65441,15.12175,9.818456,4.784813,0.08254481,-4.240136,-8.061744,-11.38653,-14.11654,-16.20094,-17.65356,-18.63801,-19.30115,-19.75374,-20.09133,-20.34059,-20.51521,-20.65997,-20.77268,-20.86548,-20.93466,-20.97169,-21.03827,-21.08312,-21.11489,-21.14033,-21.15253,-21.17792,-21.20447,-21.21466,-21.21775,-21.24008,-21.25586,-21.26493,-21.27363,-21.28539,-21.30624,-21.29128,-21.29455,-21.30222,-21.31509,-21.32308,-21.32893,-21.32739,-21.34141,-21.33849,-21.35074,-21.3508,-21.35808,-21.3617,-21.35999,-21.37056,-21.37462,-21.38038,-21.38516,-21.39162,-21.39258,-21.39281,-21.39107,,,,,,,,,,,,,
362,Voltage (V)_f_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),f,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
363,Current Density(mA/cm2)_f_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),f,Reverse,Light,30.00309,30.00307,30.0031,25.47611,19.75274,14.24882,8.984994,4.000728,-0.6553681,-4.935287,-8.763056,-12.07879,-14.81643,-16.92572,-18.42302,-19.39686,-19.98552,-20.32187,-20.5163,-20.62266,-20.70115,-20.75092,-20.79141,-20.83319,-20.84522,-20.87512,-20.89694,-20.91552,-20.9125,-20.90279,-20.92906,-20.93846,-20.94969,-20.95273,-20.95891,-20.98864,-20.993,-20.9864,-21.00221,-21.00791,-21.01738,-21.01509,-21.01084,-21.02411,-21.02853,-21.03704,-21.03768,-21.02686,-21.03455,-21.05705,-21.05091,-21.04576,-21.05411,-21.05754,-21.06018,-21.06428,-21.05944,-21.06371,-21.0657,-21.06865,-21.06258,-21.07412,-21.08064,,,,,,,,,,,,,
364,Voltage (V)_f_Forward_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),f,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
365,Current Density(mA/cm2)_f_Forward_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-14.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),f,Forward,Light,30.00309,30.00312,30.00307,25.94951,20.10146,14.49552,9.142056,4.083931,-0.622449,-4.918584,-8.716437,-11.97404,-14.6231,-16.61936,-18.01335,-18.91411,-19.48498,-19.85143,-20.11846,-20.295,-20.41897,-20.517,-20.59801,-20.6791,-20.73453,-20.77352,-20.80243,-20.83107,-20.86903,-20.88034,-20.89621,-20.89979,-20.92354,-20.94407,-20.94416,-20.95176,-20.95806,-20.97158,-20.97296,-20.97145,-20.99416,-20.99843,-21.00309,-21.00018,-21.01081,-21.02424,-21.01607,-21.02519,-21.02827,-21.03931,-21.04373,-21.03774,-21.05091,-21.04754,-21.06313,-21.05485,-21.06164,-21.07302,-21.06483,-21.06813,-21.06194,-21.06956,-21.07353,,,,,,,,,,,,,
366,Voltage (V)_b_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-16.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),b,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
367,Current Density(mA/cm2)_b_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-16.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),b,Reverse,Light,30.00316,30.00313,30.00312,26.82915,20.90427,15.20791,9.76155,4.609766,-0.2067411,-4.623949,-8.587487,-11.99914,-14.80436,-16.91823,-18.38304,-19.29679,-19.82389,-20.12432,-20.28212,-20.37004,-20.44536,-20.48769,-20.52353,-20.53231,-20.56268,-20.59978,-20.6175,-20.62827,-20.63064,-20.65158,-20.66777,-20.67782,-20.67097,-20.68992,-20.70873,-20.70304,-20.70335,-20.71116,-20.72651,-20.72626,-20.72522,-20.7294,-20.74459,-20.75226,-20.75316,-20.76199,-20.76771,-20.77493,-20.77839,-20.77846,-20.78789,-20.79937,-20.80919,-20.80648,-20.80823,-20.81128,-20.82311,-20.82107,-20.82712,-20.82686,-20.842,-20.84748,-20.84829,,,,,,,,,,,,,
368,Voltage (V)_b_Forward_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-16.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),b,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
369,Current Density(mA/cm2)_b_Forward_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-16.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),b,Forward,Light,30.00311,30.00312,30.00311,27.63063,21.60909,15.83333,10.31378,5.111355,0.3123108,-4.054533,-7.828725,-11.07119,-13.6688,-15.65212,-17.07475,-18.05684,-18.73343,-19.19007,-19.53024,-19.80054,-19.98864,-20.15361,-20.27415,-20.37623,-20.42819,-20.48563,-20.54073,-20.57106,-20.60109,-20.61901,-20.65157,-20.66685,-20.67257,-20.68581,-20.70601,-20.73705,-20.75013,-20.73427,-20.73459,-20.74523,-20.76171,-20.74937,-20.75584,-20.76563,-20.77303,-20.77647,-20.78084,-20.78983,-20.79805,-20.79859,-20.7937,-20.79767,-20.80262,-20.81514,-20.81771,-20.82192,-20.81971,-20.83541,-20.83706,-20.83169,-20.83901,-20.83409,-20.84444,,,,,,,,,,,,,
370,Voltage (V)_c_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-16.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),c,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
